GPC;AttributeName;AttributeID;Description;Options;Required
10002226;Forma de almohada;CA-10000004;Seleccione de la lista;Ovalada|Redonda|Cuadrada|Figuras|Rectangular;false
10002225;Material del relleno;CL-A99900466;Seleccione de la lista;Poliéster|Plumas de ganso|Pelo de caballo|Algodón|Plumas|Gel|Espuma|Fibra sintética|Viscoelástica|Plumas de pato|Látex|Cassata|Poliuretano|Resortes;true
10002225;Firmeza;A2258978;Seleccione de la lista;Media|Baja|Alta;false
10002225;Tipo de almohada;CA-10000060;Seleccione de la lista;Viaje|Enfermería|Dormir|Lumbar|Piso;false
10002225;Forma de almohada;CA-10000004;Seleccione de la lista;Ovalada|Redonda|Cuadrada|Figuras|Rectangular;false
10002214;Sistema de fijación;CL-A99900498;Seleccione de la lista;Anclaje al techo|Pernos|Anclaje a la mesa|Ojales|Colgante|Adhesivos|Succión|Empotrado|Presillas|Sobreponer|Cinturón|Argollas|Enroscado|Tornillos|Clavos|Tornillos con tarugos|Anclaje al muro|Presión|Ojetillos;false
10002214;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002214;Nivel de opacidad;CA-10000054;Seleccione de la lista;Opaca|Translúcida|Semiopaca|Semitranslúcida;false
10002214;Tipo de cortina;CA-10000053;Seleccione de la lista;Blackout|Paneles|Romana|Rodillo|De velo|De cocina|De anillo superior|Recogida|Plegada|Pestaña|Set cortina|De baño|Sun out|Tela;true
10002214;Terminación cortina;CA-10000435;Seleccione de la lista;Báltico|Pasado|Prense Francés;false
10002217;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10002217;Material del relleno;CL-A99900466;Seleccione de la lista;Poliéster|Plumas de ganso|Pelo de caballo|Algodón|Plumas|Gel|Espuma|Fibra sintética|Viscoelástica|Plumas de pato|Látex|Cassata|Poliuretano|Resortes;true
10002217;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002217;Colección;CL-A99900401;Seleccione de la lista;Disney|Bianco|Galia|Arezzo|Maranello|Pjmasks|Minions|Buscando a Dory|Urban|Milán|Amalfi|One Direction|Arona|Modena|HW|Batman|Almagro|La era del Hielo|Frozen|Siena|Tivoli|Animales|Verona|Gallina Pintadita|Looney Tunes|Turim|Niñas Mix|Barbie|Marvel|Sin colección|Inox|Inca|Princesas|Bob Esponja|Dessin|Mickey Minnie|TK|Ladybug|Peppa Pig|Sin Colección|Pooh|Hello Kitty|Aprender|Vittorio|Florencia|Spiderman|Keep Calm|Monster|Tvilium Blanco|Marsella|Duo|Backyardigans|Mariposas|Perugia|Soy Luna|Parma|Taff|Tvilium Oak|Mossini|Trebole|Canela|Texas|Pucon|Cars|Hanna Montana|Tramontina|Ravena|Kido|Era del Hielo;false
10002217;Resistencia al agua;CL-A99900475;¿El producto cuenta con Resistencia al agua?;Si|No;false
10002219;Colección;CL-A99900401;Seleccione de la lista;Disney|Bianco|Galia|Arezzo|Maranello|Pjmasks|Minions|Buscando a Dory|Urban|Milán|Amalfi|One Direction|Arona|Modena|HW|Batman|Almagro|La era del Hielo|Frozen|Siena|Tivoli|Animales|Verona|Gallina Pintadita|Looney Tunes|Turim|Niñas Mix|Barbie|Marvel|Sin colección|Inox|Inca|Princesas|Bob Esponja|Dessin|Mickey Minnie|TK|Ladybug|Peppa Pig|Sin Colección|Pooh|Hello Kitty|Aprender|Vittorio|Florencia|Spiderman|Keep Calm|Monster|Tvilium Blanco|Marsella|Duo|Backyardigans|Mariposas|Perugia|Soy Luna|Parma|Taff|Tvilium Oak|Mossini|Trebole|Canela|Texas|Pucon|Cars|Hanna Montana|Tramontina|Ravena|Kido|Era del Hielo;false
10002219;Tipo toalla;A1835822;Selecciona de la lista ;Toalla Baño|Toallas de cuerpo|Toallas infantiles|Toalla Visita|Toalla de mascota|Toalla de mano|Toalla Playa|Pareo|Toalla de cara|Toalla de cocina|Toalla deportiva|Toallas Licencias|Set de toallas;true
10002216;Tipo de protector;CA-10000055;Seleccione de la lista;Decoradas|Almohada|Cubierta de sofá|Sendero|Individual|Mantel de mesa|Servilletas|De sobreponer|Carpetas|Duvet|Cobertor|Caminito|Cubierta de cojín|Cubierta de silla|Colchón;false
10002216;Tipo de fijación material textil;CA-10000174;Seleccione de la lista;Cremallera|Elástico|Velcro|Tejido|Lazos|Botón;false
10002218;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10002218;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002218;Antideslizante;A3953770;Indica si tu producto antideslizante;Si|No;true
10002215;Mecanismo de accionamiento;CL-A99900349;;Manilla|Sensor|Cadena|Manual|Pedal|Automático;false
10002215;Sentido del panel;CA-10000052;Seleccione de la lista;Horizontal|Vertical;false
10002215;Tipo de cortina;CA-10000053;Seleccione de la lista;Blackout|Paneles|Romana|Rodillo|De velo|De cocina|De anillo superior|Recogida|Plegada|Pestaña|Set cortina|De baño|Sun out|Tela;false
10006330;Materia de la repisa;CL-A99900346;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10006330;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;true
10002209;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002209;Tamaño cama;CA-10000057;Seleccione de la lista;Especial|Full (137x190)|Queen long (160x200)|King (180x200)|1.5 plazas (105x190)|Queen (160x190)|2 plazas (150x190)|1 plaza long (90x200)|Súper king (200x200)|2 plazas angosta (140x190)|Kinder|1.5 plazas long (105x200)|2 plazas long (150x200)|1 plaza (90x190)|Full long (137x200);true
10002209;Tipo de cama;CA-10000407;Seleccione de la lista;Cama europea|Cama infantil|Catre clínico|Box spring|Cama nido|Cama americana|Base cama|Camarote|Cama de estructura|Cama regulable;true
10002208;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002208;Tamaño cama;CA-10000057;Seleccione de la lista;Especial|Full (137x190)|Queen long (160x200)|King (180x200)|1.5 plazas (105x190)|Queen (160x190)|2 plazas (150x190)|1 plaza long (90x200)|Súper king (200x200)|2 plazas angosta (140x190)|Kinder|1.5 plazas long (105x200)|2 plazas long (150x200)|1 plaza (90x190)|Full long (137x200);true
10002208;Cuenta con independencia de lechos;CA-10000106;Indica si tu producto cuenta con independencia de lechos;Si|No;false
10002208;Tipo de cama;CA-10000407;Seleccione de la lista;Cama europea|Cama infantil|Catre clínico|Box spring|Cama nido|Cama americana|Base cama|Camarote|Cama de estructura|Cama regulable;true
10002207;Tipo de base;A2921542;Seleccione de la lista;Base Funcional|Base Normal|Base Dividida;false
10002207;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002207;Tamaño cama;CA-10000057;Seleccione de la lista;Especial|Full (137x190)|Queen long (160x200)|King (180x200)|1.5 plazas (105x190)|Queen (160x190)|2 plazas (150x190)|1 plaza long (90x200)|Súper king (200x200)|2 plazas angosta (140x190)|Kinder|1.5 plazas long (105x200)|2 plazas long (150x200)|1 plaza (90x190)|Full long (137x200);true
10002207;Tipo de cama;CA-10000407;Seleccione de la lista;Cama europea|Cama infantil|Catre clínico|Box spring|Cama nido|Cama americana|Base cama|Camarote|Cama de estructura|Cama regulable;true
10002212;Tamaño cama;CA-10000057;Seleccione de la lista;Especial|Full (137x190)|Queen long (160x200)|King (180x200)|1.5 plazas (105x190)|Queen (160x190)|2 plazas (150x190)|1 plaza long (90x200)|Súper king (200x200)|2 plazas angosta (140x190)|Kinder|1.5 plazas long (105x200)|2 plazas long (150x200)|1 plaza (90x190)|Full long (137x200);true
10002212;Altura regulable;A2665146;Indica si tu producto altura regulable;Si|No;false
10002213;Tamaño cama;CA-10000057;Seleccione de la lista;Especial|Full (137x190)|Queen long (160x200)|King (180x200)|1.5 plazas (105x190)|Queen (160x190)|2 plazas (150x190)|1 plaza long (90x200)|Súper king (200x200)|2 plazas angosta (140x190)|Kinder|1.5 plazas long (105x200)|2 plazas long (150x200)|1 plaza (90x190)|Full long (137x200);true
10002211;Tamaño cama;CA-10000057;Seleccione de la lista;Especial|Full (137x190)|Queen long (160x200)|King (180x200)|1.5 plazas (105x190)|Queen (160x190)|2 plazas (150x190)|1 plaza long (90x200)|Súper king (200x200)|2 plazas angosta (140x190)|Kinder|1.5 plazas long (105x200)|2 plazas long (150x200)|1 plaza (90x190)|Full long (137x200);true
10002211;Antimoho;CA-10000107;¿El producto cuenta con Antimoho?;Si|No;false
10002211;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10002210;Material del relleno;CL-A99900466;Seleccione de la lista;Poliéster|Plumas de ganso|Pelo de caballo|Algodón|Plumas|Gel|Espuma|Fibra sintética|Viscoelástica|Plumas de pato|Látex|Cassata|Poliuretano|Resortes;true
10002210;Firmeza;A2258978;Seleccione de la lista;Media|Baja|Alta;false
10002210;Tamaño cama;CA-10000057;Seleccione de la lista;Especial|Full (137x190)|Queen long (160x200)|King (180x200)|1.5 plazas (105x190)|Queen (160x190)|2 plazas (150x190)|1 plaza long (90x200)|Súper king (200x200)|2 plazas angosta (140x190)|Kinder|1.5 plazas long (105x200)|2 plazas long (150x200)|1 plaza (90x190)|Full long (137x200);true
10002210;Cuenta con tratamiento antiácaro;CA-10000061;Indica si tu producto cuenta con tratamiento antiácaro;Si|No;false
10005254;Autoadhesivo;CL-A88800024;¿El producto es Autoadhesivo?;Si|No;false
10003814;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002197;Tipo de puff;CA-10000101;Seleccione de la lista;Bean bag|Puff|Otomano;true
10002197;Material del relleno;CL-A99900466;Seleccione de la lista;Poliéster|Plumas de ganso|Pelo de caballo|Algodón|Plumas|Gel|Espuma|Fibra sintética|Viscoelástica|Plumas de pato|Látex|Cassata|Poliuretano|Resortes;false
10002193;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002193;Tipo silla;A1824480;Selecciona de la lista ;Reclinable|Universitaria|Piso infantil|Piso bar|Fija|Inflable|PC|Puff|Visita|Otomano|Taburete|Masajeadora|Giratoria|Piso|Beanbag|Silla descanso|Comedor|Sillón|Poltrona|Mecedora|Silla bar|Balancín|Piso plegable|Silla infantil|Sofá cama|Banqueta|Sitial|Futón|Ejecutivo|Plegable;true
10002193;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10002193;Altura regulable;A2665146;Indica si tu producto altura regulable;Si|No;false
10002193;Apoyabrazos;CL-A99900059;Indica si tu producto apoyabrazos;Si|No;false
10002192;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002192;Tipo silla;A1824480;Selecciona de la lista ;Reclinable|Universitaria|Piso infantil|Piso bar|Fija|Inflable|PC|Puff|Visita|Otomano|Taburete|Masajeadora|Giratoria|Piso|Beanbag|Silla descanso|Comedor|Sillón|Poltrona|Mecedora|Silla bar|Balancín|Piso plegable|Silla infantil|Sofá cama|Banqueta|Sitial|Futón|Ejecutivo|Plegable;true
10002192;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10002199;Altura regulable;A2665146;Indica si tu producto altura regulable;Si|No;false
10002201;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002201;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;true
10002200;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002200;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;true
10002196;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002196;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10002196;Posiciones del respaldo;CL-A99900384;Indica si tu producto posiciones del respaldo;Si|No;false
10002196;Tipo silla;A1824480;Selecciona de la lista ;Reclinable|Universitaria|Piso infantil|Piso bar|Fija|Inflable|PC|Puff|Visita|Otomano|Taburete|Masajeadora|Giratoria|Piso|Beanbag|Silla descanso|Comedor|Sillón|Poltrona|Mecedora|Silla bar|Balancín|Piso plegable|Silla infantil|Sofá cama|Banqueta|Sitial|Futón|Ejecutivo|Plegable;true
10002195;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002195;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10002194;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002194;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10002194;Tipo silla;A1824480;Selecciona de la lista ;Reclinable|Universitaria|Piso infantil|Piso bar|Fija|Inflable|PC|Puff|Visita|Otomano|Taburete|Masajeadora|Giratoria|Piso|Beanbag|Silla descanso|Comedor|Sillón|Poltrona|Mecedora|Silla bar|Balancín|Piso plegable|Silla infantil|Sofá cama|Banqueta|Sitial|Futón|Ejecutivo|Plegable;true
10002198;Tipo silla;A1824480;Selecciona de la lista ;Reclinable|Universitaria|Piso infantil|Piso bar|Fija|Inflable|PC|Puff|Visita|Otomano|Taburete|Masajeadora|Giratoria|Piso|Beanbag|Silla descanso|Comedor|Sillón|Poltrona|Mecedora|Silla bar|Balancín|Piso plegable|Silla infantil|Sofá cama|Banqueta|Sitial|Futón|Ejecutivo|Plegable;false
10002198;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;true
10002117;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002185;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002185;Cuenta con ruedas;CL-A99900481;Indica si tu producto cuenta con ruedas;Si|No;false
10002185;Modo de fijación;CA-10000098;Seleccione de la lista;Tornillos|Puntillas|Pinzas|Succión|Empotrable|Cinturón|Adhesivos|Sobreponer;false
10002185;Tipo de archivador;CA-10000172;Seleccione de la lista;Verticales|Archivadores de búsqueda|Laterales;false
10002189;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002189;Tipo de clasificador;CA-10000100;Seleccione de la lista;Porta revistas|Armario|Divisiones para repisas|Organizador de cocina|Gabinete para medicamentos|Percho para corbatas|Soporte para leña|Separador de estantes|Organizador de zapatos|Soporte control remoto|Multiuso;true
10005810;Plegable;CL-A99900417;¿El producto es Plegable?;Si|No;false
10005810;Cuenta con ruedas;CL-A99900481;Indica si tu producto cuenta con ruedas;Si|No;true
10005810;Tipo de bares;CA-10000406;Seleccione de la lista;Juegos de bar|Carros de bar|Pisos|Taburetes bar|Mesas de bar|Bares;true
10002187;Lugar de uso;CA-10000173;Seleccione de la lista;Comedor|Cocina|Recibidor|Multiuso|Salón|Baño|Parque|Corredor|Piscina|Dormitorio|Oficina;false
10002187;Tipo de Almacenador;CA-10000301;Seleccione de la lista;Cesto|Caja;true
10005199;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10005199;Cuenta con ruedas;CL-A99900481;Indica si tu producto cuenta con ruedas;Si|No;false
10005199;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10005199;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;true
10005199;Tipo de mueble;CA-10000368;Seleccione de la lista;Buffet|Base|Vitrina|Estante|Utilero|Cocina|Gabinete|Muro;true
10005199;Requiere armado;A1539275;Tu producto, requiere armado?;Si|No;false
10005199;Incluye cubierta;CA-10000450;;Si|No;true
10005199;Material de las bisagras;CL-A99900335;Indique el material principal;Plástico|Metal|Acero inoxidable;true
10005199;Material de los tiradores;CL-A99900348;;Acero inoxidable|Plástico|Metal;false
10005199;Procedencia;CL-A99900430;Seleccione de la lista;República Centroafricana|Austria|Islandia|Islas Cook|Palaos|Nepal|Kosovo|Bermudas|Tokelau|Senegal|Liechtenstein|Benín|Argelia|Papúa Nueva Guinea|Japón|Burundi|Colombia|Croacia|Turkmenistán|Togo|Azerbaiyán|Bolivia|Pakistán|Lituania|Taiwán|Suazilandia|Albania|Montserrat|Zambia|Moldavia|Alemania|Yemen|Brunéi|Noruega|Belice|Nigeria|Portugal|Dubai|Andorra|Liberia|Hong Kong|Guernsey|Haití|Jamaica|Guatemala|Abjasia|Samoa|Polonia|Kenia|Anguila|Malasia|Chipre|Afganistán|Somalia|Islas Marshall|Maldivas|Chipre del Norte|China|España|Birmania|República Democrática del Congo|Kuwait|Curazao|Santa Elena, Ascensión y Tristán de Acuña|Gibraltar|Catar|Islas Salomón|Panamá|Bulgaria|Omán|Eslovaquia|Cabo Verde|Islas Caimán|Polinesia Francesa|Dominica|Dinamarca|Nicaragua|Chad|Nagorno Karabaj|San Martín|Eslovenia|Irán|Islas Turcas y Caicos|Etiopía|Macedonia|Isla Norfolk|Samoa Americana|Micronesia|Honduras|Lesoto|Kirguistán|Singapur|Nauru|Corea del Sur|San Cristóbal y Nieves|Baréin|Canadá|Guinea-Bisáu|Kiribati|Francia|Níger|Vanuatu|Estados Unidos|Surinam|Aruba|Perú|Wallis y Futuna|Kazajistán|Israel|Sri Lanka|Islas Feroe|Corea del Norte|Isla de Man|Ucrania|Trinidad y Tobago|Seychelles|Uganda|Osetia del Sur|Reino Unido|Tayikistán|Timor Oriental|Bosnia y Herzegovina|Estonia|Guinea|Transnistria|Costa Rica|Camerún|Islas Marianas del Norte|India|Gambia|Namibia|Letonia|Jordania|Sudán del Sur|Isla de Navidad|Nueva Rusia|Somalilandia|Madagascar|Suecia|Filipinas|Suiza|Nueva Caledonia|San Bartolomé|Nueva Zelanda|Montenegro|Arabia Saudita|Hungría|México|Uruguay|Mozambique|Sierra Leona|Yibuti|Camboya|San Pedro y Miquelón|Países Bajos (Holanda)|Mauricio|Macao|Italia|Irak|Jersey|Fiyi|Túnez|Cuba|Siria|Bielorrusia|Burkina Faso|Guinea Ecuatorial|Zimbabue|Indonesia|Rumania|Serbia|Mónaco|Tonga|Svalbard|Malta|Georgia|Tuvalu|china|Groenlandia|República Dominicana|Acrotiri y Dhekelia|R.P.C|Mongolia|Ruanda|Santo Tomé y Príncipe|Bélgica|Sint Maarten|Armenia|Irlanda|Tanzania|Niue|Brasil|Eritrea|Australia|Laos|Egipto|Líbano|Grecia|Guyana|Botsuana|República Checa|Granada|Puerto Rico|Antigua y Barbuda|Barbados|Angola|Bahamas|Islas Pitcairn|Chile|San Vicente y las Granadinas|Santa Lucía|Venezuela|Uzbekistán|Mauritania|Ghana|República del Congo|Marruecos|Islas Cocos|Sahara Occidental|Malí|Emiratos Árabes Unidos|Rusia|Gabón|Islas Vírgenes de los Estados Unidos|Sudáfrica|Palestina|Turquía|Vietnam|Paraguay|El Salvador|Comoras|Libia|Islas Malvinas|Sudán|Bután|Malaui|Islas Vírgenes Británicas|Tailandia|Luxemburgo|Costa de Marfil|Ciudad del Vaticano|Finlandia|Argentina|Guam|San Marino|Ecuador|Bangladés;true
10005199;Corredera de cajones;CA-10000452;;Metal|Telescópica push|Telescópica|Tandembox|Guía plástica|Telescópica oculta;false
10005199;Tipo cierre;A1978671;Selecciona de la lista ;Presión|Normal|Cerradura|Rosca|Cremallera|Tapa cierre suave|Cierre Suave|Hebilla|Sin cierre|Candado|Cierre hermético|Botón|Cierre plástico|Imán|Tapa normal|Clip|Cierre metálico;true
10002190;Plegable;CL-A99900417;¿El producto es Plegable?;Si|No;false
10002190;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002190;Tipo de mampara;CA-10000051;Seleccione de la lista;División salones de clases|Divisiones privacidad oficina|Divisiones de habitación|Particiones y paneles;true
10002190;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002184;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002184;Modo de fijación;CA-10000098;Seleccione de la lista;Tornillos|Puntillas|Pinzas|Succión|Empotrable|Cinturón|Adhesivos|Sobreponer;false
10002184;Requiere armado;A1539275;Tu producto, requiere armado?;Si|No;false
10003790;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002191;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002191;Incluye cubierta;CA-10000450;;Si|No;true
10002191;Material de las bisagras;CL-A99900335;Indique el material principal;Plástico|Metal|Acero inoxidable;true
10002191;Material de los tiradores;CL-A99900348;;Acero inoxidable|Plástico|Metal;true
